User_ID,User_Archetype,u_hist,u_adv,u_nat,u_rel,Location_Name,l_hist,l_adv,l_nat,l_rel,l_outdoor,l_lat,l_lng,c_raining,ENJOYMENT_SCORE
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Negombo Fish Market,0.3,0.1,0.2,0.2,1,7.2,79.8333,0,1.8
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Parakrama Samudra,0.4,0.1,0.6,0.8,1,7.9333,81.0,0,5.8
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,0,4.6
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,0,3.3
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Royal Botanical Gardens,0.3,0.1,0.9,0.8,1,7.2697,80.5967,0,6.7
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Sea Turtle Hatchery,0.1,0.1,0.7,0.5,0,5.9833,80.2833,1,4.2
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,0,2.9
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,0,5.8
U0318,Digital_Nomad,0.11,0.58,0.59,1.0,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,4.5
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,0,4.0
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,0,4.6
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Little Adam's Peak,0.1,0.8,0.8,0.2,1,6.8667,81.0667,1,0.0
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,3.3
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Ella Rock Hike,0.1,0.9,0.8,0.1,1,6.8585,81.0505,0,3.8
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Koneswaram Temple,0.9,0.1,0.5,0.4,1,8.5825,81.2456,1,0.0
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Polonnaruwa Ruins,1.0,0.2,0.4,0.2,1,7.9333,81.0,0,3.3
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,0,2.6
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,3.3
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,0,3.0
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,0,4.8
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Elephant Rock,0.0,0.6,0.7,0.5,1,6.81,81.82,0,3.8
U0319,Family_Vacation,0.35,0.35,0.55,0.74,St. Clair's Falls,0.1,0.3,0.9,0.6,1,6.9389,80.6464,0,3.8
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Temple of the Tooth,1.0,0.1,0.2,0.6,0,7.2936,80.6413,0,3.2
U0319,Family_Vacation,0.35,0.35,0.55,0.74,Gangaramaya Temple,0.8,0.0,0.1,0.5,0,6.9169,79.855,1,2.6
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,1,0.0
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,0,5.2
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Bahirawakanda Buddha,0.7,0.2,0.3,0.5,1,7.2913,80.63,0,3.1
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Kandy Lake Stroll,0.4,0.1,0.5,0.9,1,7.2925,80.641,0,7.6
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Ritigala Forest Monastery,0.9,0.5,0.8,0.2,1,8.1189,80.6483,0,2.7
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Elephant Rock,0.0,0.6,0.7,0.5,1,6.81,81.82,0,3.2
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Little Adam's Peak,0.1,0.8,0.8,0.2,1,6.8667,81.0667,1,0.0
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,3.1
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Diyaluma Falls,0.1,0.9,0.9,0.3,1,6.7303,81.0319,0,3.5
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Kitulgala Rafting,0.1,1.0,0.7,0.1,1,6.9833,80.4167,0,2.7
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,7.8
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,0,3.6
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Negombo Fish Market,0.3,0.1,0.2,0.2,1,7.2,79.8333,0,1.8
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,0,5.5
U0320,Luxury_Relax,0.06,0.0,0.46,0.94,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,0,2.8
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Nine Arches Bridge,0.6,0.3,0.7,0.4,1,6.8768,81.0608,1,0.0
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Udawattekele Sanctuary,0.2,0.5,0.9,0.4,1,7.2989,80.6433,0,4.9
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,0,5.2
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,0,3.6
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Koneswaram Temple,0.9,0.1,0.5,0.4,1,8.5825,81.2456,0,2.9
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,0,2.2
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,0,4.5
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Galle Fort,0.9,0.1,0.2,0.8,1,6.0311,80.217,0,3.3
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,0,3.1
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,1,0.0
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Embekke Devalaya,1.0,0.1,0.2,0.4,0,7.2186,80.5658,0,2.0
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Sigiriya Lion Rock,1.0,0.4,0.5,0.1,1,7.957,80.7603,0,2.8
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,4.7
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,1,0.4
U0321,Nature_Lover,0.16,0.43,0.73,0.48,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,4.2
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Lotus Tower,0.1,0.3,0.1,0.7,0,6.9269,79.8583,0,3.8
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Riverston Gap,0.1,0.8,0.9,0.1,1,7.5167,80.7333,0,3.9
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Bahirawakanda Buddha,0.7,0.2,0.3,0.5,1,7.2913,80.63,0,3.1
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Mihintale,1.0,0.3,0.4,0.2,1,8.35,80.5167,1,0.0
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Polonnaruwa Ruins,1.0,0.2,0.4,0.2,1,7.9333,81.0,0,1.8
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,0,3.6
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Elephant Rock,0.0,0.6,0.7,0.5,1,6.81,81.82,0,3.6
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,0,4.9
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,0,4.9
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,0,4.5
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Koneswaram Temple,0.9,0.1,0.5,0.4,1,8.5825,81.2456,0,2.0
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Kitulgala Rafting,0.1,1.0,0.7,0.1,1,6.9833,80.4167,0,4.3
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,4.2
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,0,4.0
U0322,Digital_Nomad,0.0,0.59,0.58,0.77,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,0,3.9
U0323,Backpacker,0.12,0.78,0.67,0.42,Arugam Bay,0.1,0.9,0.6,0.4,1,6.8417,81.8333,0,5.7
U0323,Backpacker,0.12,0.78,0.67,0.42,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,3.1
U0323,Backpacker,0.12,0.78,0.67,0.42,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,0,2.8
U0323,Backpacker,0.12,0.78,0.67,0.42,Sea Turtle Hatchery,0.1,0.1,0.7,0.5,0,5.9833,80.2833,0,3.9
U0323,Backpacker,0.12,0.78,0.67,0.42,Kelaniya Raja Maha Vihara,0.9,0.0,0.1,0.5,0,6.95,79.9167,1,2.0
U0323,Backpacker,0.12,0.78,0.67,0.42,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,0,4.6
U0323,Backpacker,0.12,0.78,0.67,0.42,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,0,5.0
U0323,Backpacker,0.12,0.78,0.67,0.42,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,2.7
U0323,Backpacker,0.12,0.78,0.67,0.42,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,3.6
U0323,Backpacker,0.12,0.78,0.67,0.42,Delft Island,0.7,0.5,0.7,0.2,1,9.51,79.68,0,3.8
U0323,Backpacker,0.12,0.78,0.67,0.42,Unawatuna Jungle Beach,0.1,0.5,0.7,0.8,1,6.0183,80.2525,0,3.9
U0323,Backpacker,0.12,0.78,0.67,0.42,Sigiriya Lion Rock,1.0,0.4,0.5,0.1,1,7.957,80.7603,0,2.5
U0323,Backpacker,0.12,0.78,0.67,0.42,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,1,0.0
U0323,Backpacker,0.12,0.78,0.67,0.42,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,1.9
U0323,Backpacker,0.12,0.78,0.67,0.42,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,0,2.3
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,3.5
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Galle Face Green,0.3,0.1,0.1,0.8,1,6.9269,79.8433,0,6.1
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Sea Turtle Hatchery,0.1,0.1,0.7,0.5,0,5.9833,80.2833,0,3.4
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Yala National Park,0.1,0.7,1.0,0.2,1,6.3667,81.4667,1,0.0
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,2.6
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Sigiriya Lion Rock,1.0,0.4,0.5,0.1,1,7.957,80.7603,1,0.0
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,0,5.6
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,1,0.0
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Mirissa Whale Watching,0.0,0.8,0.9,0.3,1,5.9483,80.4714,0,2.6
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,0,5.9
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Temple of the Tooth,1.0,0.1,0.2,0.6,0,7.2936,80.6413,0,4.7
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Parakrama Samudra,0.4,0.1,0.6,0.8,1,7.9333,81.0,1,0.7
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,0,2.3
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,2.9
U0324,Luxury_Relax,0.14,0.02,0.42,1.0,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,8.8
U0325,Backpacker,0.13,0.78,0.83,0.45,Horton Plains,0.1,0.8,1.0,0.2,1,6.8028,80.8039,0,8.1
U0325,Backpacker,0.13,0.78,0.83,0.45,Kitulgala Rafting,0.1,1.0,0.7,0.1,1,6.9833,80.4167,1,1.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,0,5.7
U0325,Backpacker,0.13,0.78,0.83,0.45,Strawberry Farm Visit,0.0,0.0,0.6,0.9,0,6.94,80.74,0,3.9
U0325,Backpacker,0.13,0.78,0.83,0.45,Galle Fort,0.9,0.1,0.2,0.8,1,6.0311,80.217,0,3.2
U0325,Backpacker,0.13,0.78,0.83,0.45,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,0,2.7
U0325,Backpacker,0.13,0.78,0.83,0.45,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,1,2.8
U0325,Backpacker,0.13,0.78,0.83,0.45,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,8.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,1,0.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Marble Beach,0.1,0.2,0.6,0.9,1,8.5167,81.2167,0,3.9
U0325,Backpacker,0.13,0.78,0.83,0.45,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,1,0.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Muthurajawela Wetland,0.1,0.4,0.9,0.4,1,7.0333,79.85,0,5.3
U0325,Backpacker,0.13,0.78,0.83,0.45,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,5.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Nine Arches Bridge,0.6,0.3,0.7,0.4,1,6.8768,81.0608,1,0.0
U0325,Backpacker,0.13,0.78,0.83,0.45,Royal Botanical Gardens,0.3,0.1,0.9,0.8,1,7.2697,80.5967,1,1.0
U0326,Historian,1.0,0.2,0.4,0.39,Ella Rock Hike,0.1,0.9,0.8,0.1,1,6.8585,81.0505,0,2.8
U0326,Historian,1.0,0.2,0.4,0.39,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,0,6.3
U0326,Historian,1.0,0.2,0.4,0.39,Galle Fort,0.9,0.1,0.2,0.8,1,6.0311,80.217,0,8.5
U0326,Historian,1.0,0.2,0.4,0.39,Yala National Park,0.1,0.7,1.0,0.2,1,6.3667,81.4667,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Temple of the Tooth,1.0,0.1,0.2,0.6,0,7.2936,80.6413,0,8.8
U0326,Historian,1.0,0.2,0.4,0.39,Koneswaram Temple,0.9,0.1,0.5,0.4,1,8.5825,81.2456,0,7.9
U0326,Historian,1.0,0.2,0.4,0.39,Hikkaduwa Coral Reef,0.1,0.6,0.7,0.5,1,6.1389,80.1,0,2.7
U0326,Historian,1.0,0.2,0.4,0.39,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Jaffna Public Library,0.8,0.0,0.1,0.5,0,9.6611,80.0111,0,5.9
U0326,Historian,1.0,0.2,0.4,0.39,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Mihintale,1.0,0.3,0.4,0.2,1,8.35,80.5167,0,8.8
U0326,Historian,1.0,0.2,0.4,0.39,St. Clair's Falls,0.1,0.3,0.9,0.6,1,6.9389,80.6464,1,0.0
U0326,Historian,1.0,0.2,0.4,0.39,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,3.6
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,0,4.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Muthurajawela Wetland,0.1,0.4,0.9,0.4,1,7.0333,79.85,0,4.2
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,3.3
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,0,4.8
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,4.5
U0327,Family_Vacation,0.36,0.41,0.6,0.72,St. Clair's Falls,0.1,0.3,0.9,0.6,1,6.9389,80.6464,0,4.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,1,0.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Ritigala Forest Monastery,0.9,0.5,0.8,0.2,1,8.1189,80.6483,0,4.3
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,0,2.9
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Dambulla Cave Temple,1.0,0.2,0.3,0.3,0,7.8565,80.6484,0,3.2
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Diyaluma Falls,0.1,0.9,0.9,0.3,1,6.7303,81.0319,0,4.6
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,3.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,1,0.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,1,0.0
U0327,Family_Vacation,0.36,0.41,0.6,0.72,Unawatuna Jungle Beach,0.1,0.5,0.7,0.8,1,6.0183,80.2525,0,4.3
U0328,Historian,0.72,0.14,0.38,0.49,Nilaveli Beach,0.1,0.2,0.5,0.9,1,8.6833,81.2,1,0.0
U0328,Historian,0.72,0.14,0.38,0.49,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,0,5.3
U0328,Historian,0.72,0.14,0.38,0.49,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,3.9
U0328,Historian,0.72,0.14,0.38,0.49,Temple of the Tooth,1.0,0.1,0.2,0.6,0,7.2936,80.6413,0,5.3
U0328,Historian,0.72,0.14,0.38,0.49,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,1,0.0
U0328,Historian,0.72,0.14,0.38,0.49,Riverston Gap,0.1,0.8,0.9,0.1,1,7.5167,80.7333,1,0.0
U0328,Historian,0.72,0.14,0.38,0.49,Nallur Kandaswamy Kovil,0.9,0.0,0.0,0.6,0,9.6745,80.0293,0,4.5
U0328,Historian,0.72,0.14,0.38,0.49,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,4.4
U0328,Historian,0.72,0.14,0.38,0.49,Embekke Devalaya,1.0,0.1,0.2,0.4,0,7.2186,80.5658,0,5.6
U0328,Historian,0.72,0.14,0.38,0.49,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,3.6
U0328,Historian,0.72,0.14,0.38,0.49,Koggala Lake Safari,0.1,0.2,0.8,0.8,1,5.9833,80.3167,1,0.0
U0328,Historian,0.72,0.14,0.38,0.49,Galle Face Green,0.3,0.1,0.1,0.8,1,6.9269,79.8433,0,2.5
U0328,Historian,0.72,0.14,0.38,0.49,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,0,3.1
U0328,Historian,0.72,0.14,0.38,0.49,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,0,2.4
U0328,Historian,0.72,0.14,0.38,0.49,Polonnaruwa Ruins,1.0,0.2,0.4,0.2,1,7.9333,81.0,0,5.3
U0329,Historian,0.78,0.16,0.45,0.33,Galle Fort,0.9,0.1,0.2,0.8,1,6.0311,80.217,0,5.5
U0329,Historian,0.78,0.16,0.45,0.33,Marble Beach,0.1,0.2,0.6,0.9,1,8.5167,81.2167,0,2.0
U0329,Historian,0.78,0.16,0.45,0.33,Parakrama Samudra,0.4,0.1,0.6,0.8,1,7.9333,81.0,0,2.3
U0329,Historian,0.78,0.16,0.45,0.33,Diyaluma Falls,0.1,0.9,0.9,0.3,1,6.7303,81.0319,0,2.7
U0329,Historian,0.78,0.16,0.45,0.33,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,0,2.6
U0329,Historian,0.78,0.16,0.45,0.33,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,3.1
U0329,Historian,0.78,0.16,0.45,0.33,Arugam Bay,0.1,0.9,0.6,0.4,1,6.8417,81.8333,0,2.0
U0329,Historian,0.78,0.16,0.45,0.33,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,1,0.0
U0329,Historian,0.78,0.16,0.45,0.33,Trincomalee Harbour,0.5,0.2,0.6,0.4,1,8.5667,81.2333,0,2.7
U0329,Historian,0.78,0.16,0.45,0.33,Sinharaja Forest Reserve,0.1,0.7,1.0,0.2,1,6.4167,80.5,1,0.0
U0329,Historian,0.78,0.16,0.45,0.33,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,0,2.7
U0329,Historian,0.78,0.16,0.45,0.33,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,1,0.0
U0329,Historian,0.78,0.16,0.45,0.33,Hakgala Botanical Garden,0.2,0.1,0.9,0.7,1,6.9274,80.8201,0,3.5
U0329,Historian,0.78,0.16,0.45,0.33,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,0,2.6
U0329,Historian,0.78,0.16,0.45,0.33,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,1,0.4
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Mirissa Whale Watching,0.0,0.8,0.9,0.3,1,5.9483,80.4714,0,7.7
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,1,0.0
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,2.7
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,0,5.5
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Arugam Bay,0.1,0.9,0.6,0.4,1,6.8417,81.8333,0,4.6
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Nilaveli Beach,0.1,0.2,0.5,0.9,1,8.6833,81.2,0,3.6
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Negombo Fish Market,0.3,0.1,0.2,0.2,1,7.2,79.8333,0,1.2
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Coconut Tree Hill,0.0,0.1,0.5,0.9,1,5.9381,80.4667,0,3.5
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,8.2
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,1,0.0
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,0,8.1
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Strawberry Farm Visit,0.0,0.0,0.6,0.9,0,6.94,80.74,0,3.9
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Bahirawakanda Buddha,0.7,0.2,0.3,0.5,1,7.2913,80.63,0,2.3
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Horton Plains,0.1,0.8,1.0,0.2,1,6.8028,80.8039,0,9.1
U0330,Nature_Lover,0.21,0.61,0.95,0.45,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,7.5
U0331,Backpacker,0.19,0.93,0.56,0.35,Point Pedro,0.4,0.3,0.5,0.3,1,9.8167,80.2333,0,2.4
U0331,Backpacker,0.19,0.93,0.56,0.35,Nine Arches Bridge,0.6,0.3,0.7,0.4,1,6.8768,81.0608,0,3.1
U0331,Backpacker,0.19,0.93,0.56,0.35,Diyaluma Falls,0.1,0.9,0.9,0.3,1,6.7303,81.0319,0,8.2
U0331,Backpacker,0.19,0.93,0.56,0.35,Sinharaja Forest Reserve,0.1,0.7,1.0,0.2,1,6.4167,80.5,0,4.8
U0331,Backpacker,0.19,0.93,0.56,0.35,Riverston Gap,0.1,0.8,0.9,0.1,1,7.5167,80.7333,1,1.2
U0331,Backpacker,0.19,0.93,0.56,0.35,Hikkaduwa Coral Reef,0.1,0.6,0.7,0.5,1,6.1389,80.1,0,4.9
